complaint_id,date_received,district_occurrence,general_cap_classification,summary
17-0386,2017-07-27,1600,CRIMINAL ALLEGATION,"According to the complainant, on behalf of their friend, stated they have been harassed and illegally evicted by off duty Police Officer assigned to the 17th District. This incident occurred in the confines of the 16th District."
17-0387,2017-07-31,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-6-17 at 11:00am, their property was not returned to them after their release from police custody. The officer is assigned to the 25th District."
17-0388,2017-08-02,3900,LACK OF SERVICE,"According to the complainant, on 3-22-17 at 10:14am, they did not receive proper service from a officer assigned to the 39th District."
17-0389,2017-07-31,2200,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-19-17 at 8:20pm, they were harassed by an officer assigned to the Narcotics Field Unit. The incident occurred in the confines of the 22nd District."
17-0390,2017-08-02,N/A,UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-22-17 at 1:30pm, they were treated unprofessionally by an off duty Police Officer assigned to Accident Investigation Division."
17-0391,2017-08-01,1200,LACK OF SERVICE,"According to the complainant, on 5-16-17 at 8:00am, they did not receive proper service from an officer assigned to the 12th District."
17-0392,2017-08-02,0800,VERBAL ABUSE,"According to the complainant, on 7-24-17 at 5:00pm, they were treated unprofessionally by an officer assigned to the 8th District."
17-0393,2017-08-02,1900,UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-25-17 at 4:15pm, they were treated unprofessionally by a officer assigned to the 19th District."
17-0394,2017-08-02,1400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-21-17 at 7:50pm, their juvenile family members property was damaged by officers assigned to Highway Patrol. This incident occurred in the confines of the 14th District."
17-0395,2017-08-02,0600,PHYSICAL ABUSE,"According to the complainant, on 6-14-17 at 3:05pm, they were verbally and physically abused by an officer assigned to the 9th District."
17-0396,2017-08-02,0900,LACK OF SERVICE,"According to the complainant, on 7-11-17 at 3:42pm, they did not receive proper service from an unknown 9th District officer."
17-0397,2017-08-02,2500,CRIMINAL ALLEGATION,"According to the complainant, on 4-20-17 at 8:00pm, their property was not returned to them after their release from police custody. This incident occurred in the confines of the 25th District."
17-0398,2017-08-02,0200,PHYSICAL ABUSE,"According to the complainant, on 7-26-17 at 4:00am, they were falsely detained and physically abused by an officer assigned to the 35th District."
17-0399,2017-08-03,3900,VERBAL ABUSE,"According to the complainant, on 7-20-17 at 9:30pm, they were threatened and verbally abused by an officer assigned to Traffic District. This incident occurred in the confines of the 39th District."
17-0400,2017-08-07,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-1-17 at 4:30am, they were treated a unprofessionally by supervisor assigned to the 24th District."
17-0401,2017-08-04,1200,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-22-17 at 11:25am, their property was damaged and their tenants were treated unprofessionally by officers assigned to the Narcotics Field Unit. This incident occurred in the confines of the 12th District."
17-0402,2017-08-07,2200,VERBAL ABUSE,"According to the complainant, on 7-22-17 at 1:16am, they were verbally abused by an officer assigned to the 22nd District."
17-0403,2017-08-03,3500,LACK OF SERVICE,"According to the complainant, on 8-1-17 at 5:45pm, they did not receive proper service from an officer assigned to the 35th District."
17-0404,2017-08-04,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-28-17 at 6:00am, they were verbally abused and treated unprofessionally by unknown officers in the 19th District."
17-0405,2017-08-08,1500,LACK OF SERVICE,"According to the complainant, they have not received proper service from an officer and other unknown officers in the 15th District."
17-0406,2017-08-08,1400,PHYSICAL ABUSE,"According to the complainant, on 6-25-17 at 10:14am, they were physically abused by officers assigned to the 14th District."
17-0407,2017-08-08,1800,LACK OF SERVICE,"According to the complainant, on 6-30-17 at 7:14pm, they did not receive proper service from an officer assigned to the 18th District."
17-0408,2017-08-08,2400,PHYSICAL ABUSE,"According to the complainant, on 8-1-17 at 5:30pm, they were physically abused by an officer assigned to the 24th District."
17-0409,2017-08-09,1900,PHYSICAL ABUSE,"According to the complainant, on 8-3-17 at 7:25pm, their spouse was falsely arrested and physically abused by officers assigned to the 19th District."
17-0410,2017-08-09,0200,CRIMINAL ALLEGATION,"According to the complainant, on 8-1-17 at 10:00am, they are missing property and was harassed by an officer assigned to the 2nd District."
17-0411,2017-08-16,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-2-17 at 6:45pm, they were improperly stopped by unknown officers assigned to Highway Patrol. This incident occurred in the confines of the 25th District."
17-0412,2017-08-10,0200,DOMESTIC,"According to the complaint, on 8-6-17 at 2:30pm, their family member was assaulted by an off duty officer assigned to the 39th District. This incident occurred in the confines of the 2nd District."
17-0413,2017-08-14,0300,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-22-17 at 7:10pm, they did not receive proper service from an officer assigned to the 3rd District."
17-0414,2017-08-14,2400,PHYSICAL ABUSE,"According to the complainant, on 7-12-17 at 8:00pm, they were treated unprofessionally by officers assigned to Highway Patrol. This incident occurred in the confines of the 24th District."
17-0415,2017-08-14,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-17 at 1:39pm, they were falsely detained by officers assigned to the 15th District officers."
17-0416,2017-08-10,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-29-17 at 8:00pm, they were treated unprofessionally by officers assigned to the 22nd District."
17-0417,2017-08-14,2500,LACK OF SERVICE,"According to the complainant, on 7-27-17 at 3:40pm, they were treated unprofessionally and did not receive proper service by an unknown officer in the 25th District and a detective assigned to East Detective Division."
17-0418,2017-08-17,3900,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-6-17 at 9:15pm, they were improperly stopped by an officer assigned to the 39th District."
17-0419,2017-08-17,3900,LACK OF SERVICE,"According to the complainant, on 8-10-17 at 6:00pm, they did not receive proper service from unknown officers in the 39th District."
17-0420,2017-08-17,1600,VERBAL ABUSE,"According to the complainant, on 8-8-17 at 8:45pm, they were harassed and verbally abused by officers assigned to the 16th District."
17-0421,2017-08-22,2200,NON-INVESTIGATORY INCIDENT,"According to the complaint, on 8-12-17, they were improperly issued a parking ticket by an officer assigned to the 22nd District."
17-0422,2017-08-16,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-18-17 at 8pm, they were improperly issued a parking citation by officers assigned to the 24th District."
17-0423,2017-08-16,0200,CRIMINAL ALLEGATION,"According to the complainant, on 8-12-17 at 7:15pm, they observed an off duty officer abusing a dog. The officer is assigned to the 22nd District. This incident occurred in the confines of the 2nd District."
17-0424,2017-08-17,1900,PHYSICAL ABUSE,"According to the complainant, on 8-5-17 at 12:00am, they were physically abused and improperly touched by officers assigned to the 19th District."
17-0425,2017-08-21,2500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 07-23-17, proper police procedures were not followed by supervisors and officers assigned to the 25th District."
17-0426,2017-08-21,1800,VERBAL ABUSE,"According to the complainant, on 8-6-17 at 2:05am, they were verbally abused and threatened by officers assigned to the 18th District."
17-0427,2017-08-21,1400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-12-17 at 8:04pm, their juvenile family member was improperly stopped by officers assigned to the 14th District."
17-0428,2017-08-23,0200,VERBAL ABUSE,"According to the complainant, on 8-11-17 at 6:40pm, they were verbally abused and harassed by a supervisor and officer assigned to the 2nd District."
17-0429,2017-08-23,2500,LACK OF SERVICE,"According to the complainant, on 12-19-16 at 3:00pm, they did not receive proper service from officers assigned to the 25th District and East Detective Division."
17-0430,2017-08-24,0200,LACK OF SERVICE,"According to the complainant, on 8-13-17 at 6:00pm, they did not receive proper service a supervisor and officers assigned to the 2nd District."
17-0431,2017-08-24,1700,LACK OF SERVICE,"According to the complainant, on 8-17-17 at 10:48pm, they did not provide proper service from officers assigned to the 17th District."
17-0432,2017-09-05,3900,LACK OF SERVICE,"According to the complainant, on 8-14-17 at 9:30pm, they did not receive proper service from officers assigned to the 39th District."
17-0433,2017-09-05,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-20-17 at 8:27pm, their vehicle was damaged after being towed by police for investigation. This incident occurred in the confines of the 39th District."
17-0434,2017-08-28,0700,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-13-17, they were harassed by an off duty sergeant assigned to Automotive Services. This incident occurred in the confines of the 7th District."
17-0435,2017-08-28,3500,LACK OF SERVICE,"According to the complainant, on 8-26-15 at 5:00pm, they did not receive proper service from a sergeant and detective assigned to Northwest Detective Division."
17-0436,2017-08-29,2200,CRIMINAL ALLEGATION,"According to the complainant, on 7-24-15 at 6:45am, they were falsely arrested by an officer and detective assigned to East Detective Division."
17-0437,2017-08-29,1600,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-23-17 at 1:00pm, proper police procedures were not followed by officers assigned to the 16th District."
17-0438,2017-08-30,1700,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-4-17 at 8:33pm, they were verbally abused and threatened by officers assigned to Highway Patrol. This incident occurred in the confines of the 17th District."
17-0439,2017-08-30,3500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-22-17 at 9:00pm, their residence was damaged and their property was improperly seized during a search warrant being served by officers and detectives assigned to Northwest Detective Division."
17-0440,2017-08-30,1400,UNPROFESSIONAL CONDUCT,"According to the complainant, on 2-23-17 at 2:00pm, departmental policies were violated by an off duty officer assigned to the 25th District. This incident occurred in the confines of the 14th District."
17-0441,2017-08-30,N/A,DEPARTMENTAL VIOLATIONS,"According to the complainant, since their release from prison in 2015, they have been harassed by multiple officers assigned to the 24th District."
17-0442,2017-09-08,0200,PHYSICAL ABUSE,"According to the complainant, on 8-25-17 at 8:00am, they were physically abused by officers, entry was forced into their residence and their property was damaged. The officers are assigned to Criminal Intelligence. This incident occurred in the confines of 2nd District."
